"ageAvant","clasDens_Ini","essReg_Ini","abonEric","alt","HLI","prodPot","degJour","preTot","saiCro","indArid","IDR100p","codSol","IQSp"
159.425264737135,"AB","EPN",56,289,0.834739063693351,87,1092,923,139.136722597759,1.8,0.424198016773311,"Tills",13.4864057408182
66.957901059212,"C","EPN",57,362,0.84363943373823,73.3,1095,962,123.783175528515,1.3,0.521700091305375,"Tills",13.2647381289691
141.244686323258,"C","PIG",52,353,0.839038445398746,74.8,1151,936,111.551912319846,2.2,0.377625429854235,"Tills",12.9101531211929
54.4285117965387,"D","EPN",52,345,0.850701055840054,68.4,1129,948,124.524280223995,1.9,0.330004765962055,"RocSolMinces",13.389409057254
159.250421759945,"C","FEUsab",47,361,0.842755826174041,80.1,1061,973,113.649128747638,1.6,0.359480788923058,"Tills",11.971546977078
49.8976956096884,"AB","EPN",49,295,0.847428301126319,64.4,1089,910,128.48797415616,2.1,0.407891953934131,"Sables Mésiques",12.4769703338618
104.051039540237,"C","FEUsab",48,330,0.834781810826182,71.8,1115,933,127.841752786189,1.7,0.533326496673966,"Tills",11.8441229086666
43.2186632516479,"C","EPN",52,382,0.79352899650282,73.3,1097,960,111.658526516985,1.5,0.59744228264466,"Tills",11.4641474850852
136.79326524536,"AB","FEUsab",57,382,0.836496229031322,73.3,1095,962,111.836856040172,1.3,0.58012259275889,"Tills",13.618604179055
66.2821139658976,"C","PIG",42,393,0.848521514124493,55.3,1088,927,123.873815257102,1.7,0.304518280005132,"Tills",11.858917805639
142.249832945392,"D","PIG",52,363,0.724008105173715,74.8,1151,936,111.313979327679,2.2,0.428189948737478,"Tills",13.5424669705671
35.8676876843704,"AB","EPN",46,325,0.84785627581972,76,1135,917,119.333442321513,2.1,0.238642878992423,"Tills",13.0309578096098
117.597604920425,"D","EPN",57,353,0.780979571948364,73.4,1072,920,138.950163184199,2.1,0.381298063784473,"Tills",12.996603410622
61.0214420692443,"C","EPN",45,299,0.844209476170494,77.4,1122,885,137.818210294936,2.6,0.551704130033144,"RocSolMinces",13.010030198166
117.153767900902,"D","PIG",56,334,0.835812857723303,75.9,1104,920,123.226054271217,1.7,0.412753433976066,"Tills",11.8659784986239
59.9231293017429,"C","EPN",49,402,0.717140007585973,73.3,1116,937,122.367003974505,1.6,0.15312116944141,"Tills",13.5673927490577
157.171584072941,"D","EPN",56,402,0.800707169903108,72.2,1127,962,120.155236267019,1.8,0.44365913543508,"Tills",10.9897909405194
45.0125351323061,"C","EPN",49,379,0.835074371690372,76.6,1076,959,132.635173115414,1.8,0.40080448476007,"Tills",12.5724187577498
125.562209197312,"C","PIG",54,340,0.843296650102592,68.6,1050,930,114.770591545384,1.7,0.388368595366208,"Tills",13.0246768095313
50.4122079710971,"AB","PIG",57,348,0.840173392688777,73.4,1072,920,138.37673551403,2.1,0.320934533412815,"Tills",13.9346298006778
180.541647131005,"C","EPN",49,384,0.831349729914599,76.6,1076,959,126.531345916446,1.8,0.414802930557486,"Tills",12.6128900331793
52.1637569411039,"D","EPN",55,389,0.837821252996475,74.8,1100,941,125.466466161888,1.5,0.257178298289084,"Organic",12.365279060827
123.580233149909,"C","EPN",53,403,0.819958516561022,80,1092,941,133.728016156238,1.5,0.496162215629239,"Tills",11.9551602182138
58.6705289439288,"C","EPN",45,375,0.843749236329064,59.7,1130,947,113.335523486603,1.8,0.436862016177002,"Tills",12.5409941478186
99.1852325118013,"D","EPN",50,301,0.853371080918019,81.3,1121,929,137.406963321846,1.7,0.277807970939003,"Tills",12.7199503617286
34.5407742423192,"D","PIG",55,322,0.840869036287308,74.8,1100,941,122.326602572575,1.5,0.326963409990061,"Tills",13.380425377052
83.7344128634137,"D","FEUsab",49,377,0.79624796060453,73.3,1116,937,119.646297695581,1.6,0.402588098591272,"Tills",12.5363865929722
34.8316537563822,"C","EPN",56,367,0.835031730209374,64.3,1124,957,117.331381505355,1.8,0.544129226479047,"Sables Mésiques",13.5096811951955
109.311042469267,"C","EPN",46,408,0.820738237572485,70.7,1067,956,130.248091903049,1.4,0.356726244385419,"Tills",12.8690707377701
44.2894669858335,"D","EPN",54,357,0.807304594818115,68.6,1050,930,113.388243799563,1.7,0.513925281954569,"Tills",12.5786634777367
88.4807376513715,"C","EPN",62,271,0.838397698074139,68.5,1077,872,116.2982827425,2.4,0.366119661398983,"Tills",12.1689798773065
38.2738526168012,"C","EPN",52,364,0.840892305740269,78.2,1108,962,117.268286379986,1.8,0.188378442383075,"Tills",13.6418783293676
142.881450419154,"D","EPN",46,285,0.852770764028143,76,1135,917,111.722675471101,2.1,0.287139827253171,"Tills",12.8534729002317
44.0695541889401,"C","PIG",52,341,0.851442400169227,72.2,1195,929,123.51098225452,2.1,0.418224620721485,"Tills",14.0661010125547
85.9057052450289,"D","EPN",56,345,0.843272363335326,87,1092,923,134.521499846596,1.8,0.44596122035411,"Tills",12.5843472519973
38.2196607236243,"AB","EPN",52,390,0.827714253490349,78.2,1108,962,124.284696422983,1.8,0.428381540473689,"Tills",13.1933436972289
123.273639503899,"D","EPN",50,335,0.819986190979153,81.3,1121,929,115.187337312382,1.7,0.557900941448926,"Tills",12.0169915274629
49.3428949232638,"C","EPN",55,321,0.835272692811291,67.7,1107,936,128.455656261649,1.5,0.605694007048852,"Tills",11.8853741189171
131.092208198251,"C","FEUsab",55,408,0.823868290387595,76.5,1072,933,111.67490326101,2,0.493261730483487,"Tills",13.7136987349415
44.8091302456871,"D","EPN",54,345,0.841798461936406,68.6,1050,930,129.990563439205,1.7,0.383271650104394,"Tills",12.452619304271
113.840384445758,"D","EPN",55,318,0.838391367817595,74.8,1100,941,118.956265025772,1.5,0.4373420982273,"Tills",13.0359201292511
56.342087955497,"C","EPN",47,483,0.784390346779626,79.9,1056,957,114.435871236492,1.7,0.536964399747733,"Argiles Hidriques",12.7701880586584
130.429655823998,"C","FEUsab",55,372,0.841561641476106,76.5,1072,933,139.376094650943,2,0.436704795042603,"Tills",12.3164536730356
61.3726921858133,"D","EPN",56,300,0.845044600448768,75.9,1104,920,134.811336433049,1.7,0.543941680914376,"Tills",12.6495161628015
166.313913639304,"D","EPN",54,334,0.842679446084644,65.8,1099,930,117.381496799644,1.8,0.351912342097322,"Tills",14.1715469307206
50.8469725963669,"C","EPN",51,405,0.839475933303184,74.6,1041,932,136.576317353174,2.1,0.458380863664822,"Argiles Mésiques",12.841436521338
128.655268167522,"C","EPN",49,401,0.800550542394072,76.6,1076,959,119.295622210484,1.8,0.509083310350558,"Tills",13.4792787618339
49.3725243171787,"C","EPN",55,334,0.842385383829432,67.7,1107,936,124.060821251478,1.5,0.378792007503872,"Tills",12.4293311871374
115.366249439417,"D","FEUsab",57,423,0.793011262239935,73.3,1095,962,110.584037958179,1.3,0.458621506300233,"Tills",13.2796770313455
60.3466580427595,"D","PIG",62,278,0.837776390899092,68.5,1077,872,121.307611041702,2.4,0.360195989637377,"Organic",13.3975525557859
157.133303467798,"C","EPN",50,364,0.838318814529159,81.3,1121,929,135.112574223895,1.7,0.46694265908872,"Tills",13.1281216897987
53.0292530332155,"D","EPN",45,280,0.850887123609252,77.4,1122,885,136.110412080307,2.6,0.316587087992048,"Tills",13.9555241138118
98.3582622781905,"C","FEUsab",50,354,0.856334699147117,68,1204,934,114.607915603556,2.1,0.470685857270336,"Tills",12.0371979984881
36.9924754397797,"AB","EPN",56,343,0.825613654951961,75.9,1104,920,127.8996396414,1.7,0.433994582157736,"Tills",13.6629104121378
84.6943321092037,"D","PIG",49,395,0.808279730200167,73.3,1116,937,133.412250669207,1.6,0.420899311568983,"Tills",13.4023870911995
22.6787349415018,"AB","EPN",49,387,0.818739086355811,76.6,1076,959,123.347048782744,1.8,0.353057383683709,"Sables Mésiques",12.6750895668685
140.931248321639,"C","EPN",52,384,0.834846900482577,68.4,1129,948,130.379792975727,1.9,0.476677722285443,"RocSolMinces",14.0897117368147
69.3239632651437,"C","EPN",45,282,0.840255496328113,77.4,1122,885,139.589570772368,2.6,0.324526450270208,"Tills",12.980414907237
149.942216062976,"AB","EPN",52,284,0.852962939970971,72.2,1195,929,122.602142572869,2.1,0.513722642094392,"Sables Hidriques",13.5199112263333
46.1278705312709,"C","PIG",49,430,0.802291224807767,73.3,1116,937,127.232667703647,1.6,0.475573147160235,"Tills",14.4879855739875
112.905747970798,"C","EPN",53,399,0.838546554266202,72.9,1077,938,135.719302252401,2,0.574395226617601,"Tills",12.108263377609
52.2272006869999,"AB","EPN",54,339,0.839911793978122,68.6,1050,930,114.468549231533,1.7,0.503976280493134,"Tills",11.0731840871762
143.64269122014,"AB","EPN",48,325,0.822936029317622,71.8,1115,933,128.993120419327,1.7,0.497114826332403,"Organic",14.5758764264745
46.4624132528723,"C","PIG",56,360,0.837630258238702,64.3,1124,957,130.250656821299,1.8,0.543737497747894,"Tills",12.5071541436185
99.676662268581,"D","EPN",62,262,0.830350376400145,68.5,1077,872,131.067284371238,2.4,0.468497291447346,"Organic",12.6116100793148
29.2665919452921,"C","EPN",55,285,0.832656357870312,74.8,1100,941,119.959081117995,1.5,0.421355738932341,"Organic",12.8182911008258
140.686737392656,"D","EPN",55,371,0.841178893113524,76.5,1072,933,115.329922691453,2,0.375970481244613,"Tills",12.2636239930725
62.481753705953,"AB","EPN",45,267,0.854334588310056,77.4,1122,885,111.092957872897,2.6,0.608816119863519,"Organic",11.8505874809395
131.301108517725,"C","EPN",47,516,0.81994459914523,80.1,1061,973,125.015713183675,1.6,0.494065411627406,"Tills",12.4801466851409
51.6742029910465,"C","EPN",57,356,0.840947813562355,73.4,1072,920,129.813140502665,2.1,0.502516063792673,"Tills",13.6471010741563
147.843641574828,"C","PIG",57,364,0.814027986149731,73.4,1072,920,134.384307062719,2.1,0.284814796059624,"Tills",12.7043772870759
37.3100032477153,"D","EPN",46,470,0.811283708153494,70.7,1067,956,110.82106689224,1.4,0.451997321455547,"Tills",14.084331319644
161.072108258632,"C","EPN",47,385,0.846593513850807,79.9,1056,957,119.897711582016,1.7,0.474313448473448,"Tills",12.4118679488052
46.6984737937414,"AB","EPN",48,353,0.829297224816858,71.8,1115,933,137.988861505874,1.7,0.318259510102071,"Organic",13.901735478668
117.657330096562,"C","EPN",52,343,0.847158216328439,68.4,1129,948,123.109108156059,1.9,0.285527206017006,"Tills",14.4498311664613
43.8008771577208,"AB","EPN",50,323,0.847799257956278,66.1,1113,948,117.154790416826,1.6,0.353522069523036,"Argiles Mésiques",12.6462621042196
140.162903187634,"D","EPN",49,378,0.761296082484028,73.3,1116,937,114.655451024882,1.6,0.443114913265548,"Tills",13.4248170820065
40.4409067932562,"D","EPN",42,382,0.84238157398715,55.3,1088,927,122.225151585881,1.7,0.456810144164319,"Tills",12.5320047072786
151.853163610179,"C","EPN",46,316,0.812160042845901,76,1135,917,126.750843988266,2.1,0.148370540416251,"Tills",12.1204022885044
61.9838674531908,"AB","PIG",38,379,0.836814520706538,51.1,1151,944,118.057151683606,1.8,0.560517444351953,"Organic",12.7246863318146
128.073880919377,"AB","PIG",50,361,0.837250997266848,66.1,1113,948,127.186125880107,1.6,0.593566947602175,"Tills",11.9726723585781
53.2057252227872,"AB","FEUsab",62,259,0.844878685669542,68.5,1077,872,122.343203239143,2.4,0.487782259645312,"Tills",11.1219699900824
120.603257993712,"D","EPN",51,388,0.841536827152159,68.9,1063,932,114.363667028956,1.8,0.322128144174492,"Tills",12.4310565525327
45.0739616294879,"AB","PIG",51,383,0.824478491483145,68.9,1063,932,125.519472339656,1.8,0.383078902032936,"Tills",13.428465301474
104.476046066535,"C","EPN",45,287,0.84053410801327,77.4,1122,885,131.739255792927,2.6,0.469253791683514,"RocSolMinces",12.8511434848159
47.4577207348153,"C","EPN",57,346,0.852355680800945,73.3,1095,962,129.086851903703,1.3,0.393608902949134,"Tills",13.1513746093985
95.6022080440727,"C","EPN",50,340,0.849447004766686,68,1204,934,130.16511249356,2.1,0.41236054626217,"Tills",14.0077196924903
50.3035226355426,"D","PIG",50,373,0.802926546961575,66.1,1113,948,123.648570720106,1.6,0.446150946463192,"Tills",13.3917045083939
107.434846448511,"C","EPN",53,396,0.762947890471965,72.9,1077,938,130.714440823067,2,0.395143373397378,"Tills",12.6210595470962
41.7423858498565,"C","EPN",55,384,0.847094842042531,76.5,1072,933,132.804902170319,2,0.362073153835255,"Tills",15.0635935109019
101.162013179132,"D","PIG",55,349,0.843620762467107,67.7,1107,936,117.056464252528,1.5,0.479250492884802,"Tills",13.3370675262032
48.9480187709699,"D","EPN",56,321,0.830048319488908,75.9,1104,920,124.594259769656,1.7,0.606265141131737,"Sables Mésiques",11.8676707102441
122.741259822121,"C","EPN",54,419,0.813128225553383,68.6,1050,930,115.611075018533,1.7,0.421137689712859,"Sables Mésiques",12.7875845254888
35.3816591309014,"AB","PIG",50,308,0.843684952263083,81.3,1121,929,110.742419082671,1.7,0.430998442517761,"Tills",14.0330287920081
153.97937064534,"C","EPN",62,276,0.841029741623514,68.5,1077,872,133.48100163741,2.4,0.317574106929859,"Tills",12.5786287096222
39.0551102840136,"D","FEUsab",50,349,0.772869628118736,81.3,1121,929,139.88584790146,1.7,0.262768904221811,"Organic",13.5198091833054
117.53152420938,"AB","EPN",51,383,0.819722723777802,68.9,1063,932,137.015032318886,1.8,0.316100779807851,"Tills",12.3574556164241
49.1020664294303,"C","PIG",49,413,0.836843278788827,76.6,1076,959,127.501668254845,1.8,0.437989298433346,"Sables Mésiques",13.1878905243432
109.579787451293,"C","EPN",55,368,0.810633802904875,74.8,1100,941,130.816872862633,1.5,0.300601869541512,"Tills",12.1420624650336
49.8557335631938,"C","EPN",55,378,0.847100236878413,76.5,1072,933,131.746331048198,2,0.311972667525716,"Tills",12.5070176514308
121.999076832932,"D","EPN",55,295,0.846771604737507,67.7,1107,936,112.357731789816,1.5,0.345285435707192,"Tills",12.7680652183263
54.4132932180361,"AB","EPN",42,398,0.836694013986336,55.3,1088,927,128.208022648469,1.7,0.510788901578703,"Tills",12.0132305691617
162.344735217569,"D","EPN",52,398,0.833027551596333,68.4,1129,948,137.906229428481,1.9,0.485011899509246,"Organic",12.5510995770216
49.1912167983038,"AB","EPN",52,347,0.848422034071581,68.4,1129,948,133.400962934829,1.9,0.38757424521593,"Tills",12.6126074904684
144.957214691638,"D","EPN",45,288,0.838903061814003,77.4,1122,885,139.244723189622,2.6,0.320840665867058,"Tills",13.1572022919846
64.9239026266354,"D","EPN",57,375,0.839826863058533,73.3,1095,962,136.892465900164,1.3,0.150980690599315,"Tills",12.7997755552014
158.455303164363,"AB","EPN",45,289,0.842123514165643,77.4,1122,885,113.222421179526,2.6,0.274790205618553,"Tills",13.9634155537212
69.4219698717476,"C","EPN",52,367,0.823298223874248,68.4,1129,948,111.139987055212,1.9,0.575493776171017,"Tills",13.4432271769152
115.282809656049,"AB","EPN",48,295,0.828534504500742,71.8,1115,933,123.964472399093,1.7,0.468975430080839,"Organic",10.4566066290319
38.8279953401321,"D","EPN",52,374,0.839387859170374,68.4,1129,948,135.161437352654,1.9,0.464022309076175,"Tills",12.2623116872982
148.107387398677,"AB","EPN",57,357,0.847160194004456,73.3,1095,962,127.186725500505,1.3,0.389817698655253,"Tills",12.9798855618835
64.8229009812908,"D","EPN",54,360,0.803908068353841,65.8,1099,930,132.745031339582,1.8,0.233760469901763,"Tills",12.845325688011
106.805371102107,"AB","EPN",50,377,0.835975847561853,81.3,1121,929,135.094071389176,1.7,0.365929132964268,"Tills",13.0036142412823
61.0353708507583,"C","EPN",53,363,0.793271520504128,72.9,1077,938,133.058378200512,2,0.368049552718344,"Sables Mésiques",12.7937826741331
137.929948648272,"AB","EPN",57,355,0.833427870096772,73.3,1095,962,132.44558170205,1.3,0.572635512562144,"Tills",12.2405018629726
20.1372955123502,"D","EPN",51,386,0.819097125071899,74.6,1041,932,121.236138979439,2.1,0.362550984928824,"Tills",13.5145857097182
143.457432353535,"AB","EPN",48,329,0.8470389005661,71.8,1115,933,137.626422683243,1.7,0.208564689997422,"Tills",12.9521370492338
61.9697813467718,"C","PIG",52,324,0.851097973360985,82.1,1154,929,133.275429909118,1.7,0.380473905670396,"Tills",13.3803491522767
117.519817067025,"C","EPN",51,387,0.830378156332197,68.9,1063,932,125.177932060324,1.8,0.493720131384659,"Tills",12.6222536947515
60.0491425904406,"AB","EPN",56,357,0.845582259475543,64.3,1124,957,138.459433123935,1.8,0.359533179032633,"Tills",13.8014851631764
151.984494690186,"AB","EPN",49,346,0.796680584698269,73.3,1116,937,139.899781027343,1.6,0.448769544133345,"Tills",13.2492943731843
57.7841542556423,"C","EPN",49,352,0.852548504884418,73.3,1116,937,110.761418021284,1.6,0.267779110184885,"Tills",12.0915287789865
104.054197657049,"D","FEUsab",50,339,0.846200045372428,66.1,1113,948,115.703897359781,1.6,0.321762438794085,"Organic",12.6382076932405
48.5271366410579,"AB","EPN",51,415,0.783406857430045,74.6,1041,932,139.191839171108,2.1,0.468799553860674,"Tills",12.4901379738857
102.235302428611,"C","EPN",54,363,0.838620106036929,65.8,1099,930,132.640884474386,1.8,0.412746112404508,"Tills",11.6915213691985
51.4907801550175,"D","EPN",52,337,0.847654063425844,74.8,1151,936,136.27674927935,2.2,0.497061106122686,"Tills",12.4821726369696
131.643405970659,"AB","FEUsab",62,265,0.831407761888253,68.5,1077,872,110.199649061542,2.4,0.410057096461142,"Tills",13.687358582983
42.6004977594347,"C","EPN",53,384,0.83663356191854,72.9,1077,938,112.619221464265,2,0.296186195863497,"Tills",11.5711704329244
165.057422781665,"C","EPN",52,397,0.76895192719775,68.4,1129,948,124.64715413982,1.9,0.428995628354671,"Organic",12.6366296097898
35.0738133908736,"C","PIG",53,443,0.83221986572014,72.9,1077,938,121.880830638111,2,0.224864091804954,"Tills",12.1399608955088
137.703678880869,"C","EPN",49,419,0.827022003173135,76.6,1076,959,115.242978159804,1.8,0.523696683880424,"Tills",13.3663448300886
67.2917037362192,"AB","EPN",46,393,0.844509752180856,70.7,1067,956,123.971197395585,1.4,0.304260769123965,"Tills",13.0853055018395
155.81377555069,"D","EPN",57,355,0.850303642013555,73.3,1095,962,115.933644731995,1.3,0.362676188207,"Sables Mésiques",12.9869894077298
60.9950465443955,"C","EPN",49,306,0.839796573557623,73.3,1116,937,124.118204801343,1.6,0.490872473129209,"Tills",12.8463518245171
144.322590801646,"AB","PIG",56,369,0.85092052613982,64.3,1124,957,136.797938211821,1.8,0.562182569388513,"Sables Mésiques",12.7973314308148
43.2463621272727,"AB","EPN",48,275,0.848330743762255,71.8,1115,933,126.48999983212,1.7,0.357284986092307,"Tills",13.2893991360269
146.728245049874,"C","EPN",54,336,0.839371037236031,65.8,1099,930,126.237054285593,1.8,0.67049214574067,"Tills",15.1803618346431
45.4784872397045,"AB","FEUsab",56,357,0.853968034644019,72.2,1127,962,137.004640630912,1.8,0.365352714459581,"Tills",11.8460946266545
133.531550808315,"C","EPN",55,298,0.850592961918914,67.7,1107,936,121.92066163756,1.5,0.334493366905214,"Tills",13.0353470591489
57.9447203669556,"D","EPN",50,346,0.846053276569209,68,1204,934,119.352288702503,2.1,0.497401986354669,"Tills",11.2802044803286
111.352975753527,"D","EPN",54,396,0.826915350461929,68.6,1050,930,121.735226202291,1.7,0.307414539231621,"Tills",12.8963301725181
57.9033982116003,"D","EPN",55,336,0.836259555589943,67.7,1107,936,131.384898989927,1.5,0.341256539104443,"Tills",12.1292432846213
98.0505259181948,"AB","PIG",57,380,0.845092961744745,73.3,1095,962,117.966811524238,1.3,0.369640555750679,"Tills",14.0605840365918
55.7604665947808,"AB","EPN",56,353,0.78315962635448,75.9,1104,920,113.75225325115,1.7,0.355224507138481,"Tills",13.3354495646944
139.537106893641,"AB","EPN",54,403,0.829396415294031,68.6,1050,930,121.864998494275,1.7,0.431293306956619,"Tills",13.3132635301624
52.3969415238731,"D","EPN",49,394,0.812552199599822,76.6,1076,959,134.733542955946,1.8,0.452794002255783,"Tills",11.7837606809769
138.353845264844,"C","EPN",45,267,0.854504683517055,77.4,1122,885,128.047994144727,2.6,0.433107356802438,"Organic",13.5607347485444
57.8429508442326,"C","EPN",55,329,0.839946957461034,67.7,1107,936,130.429863063619,1.5,0.387079974921744,"Tills",12.2441301843702
97.9466456955995,"C","EPN",49,356,0.840325023566746,73.3,1116,937,124.645046181977,1.6,0.356939887676474,"Tills",12.7915652294715
38.3828202906911,"D","EPN",45,284,0.836860446151688,77.4,1122,885,110.575169352815,2.6,0.428523076773143,"Tills",13.0647428402747
142.311976705176,"C","EPN",47,388,0.838749258264793,78.2,1069,956,114.357796120457,1.8,0.488219024250603,"Tills",12.9553241067704
66.7369542110854,"C","EPN",55,316,0.818173076440558,67.7,1107,936,115.171010405757,1.5,0.41557330383206,"Tills",14.4803980388582
92.8209805346773,"C","PIG",52,342,0.791870098131708,74.8,1151,936,139.786680396646,2.2,0.580949436076836,"Argiles Hidriques",13.040850835432
49.6783402004652,"C","EPN",49,283,0.83782683583802,64.4,1089,910,138.578307349235,2.1,0.548197614774327,"Tills",13.3783410391581
123.360693533794,"C","EPN",52,353,0.849116164564802,68.4,1129,948,117.638642070815,1.9,0.458211717548726,"Sables Mésiques",12.1009625887542
47.5913477134893,"D","EPN",55,346,0.834258987273477,74.8,1100,941,128.78870686749,1.5,0.654403521239799,"Sables Mésiques",12.1157804612185
99.8101298890809,"D","PIG",49,357,0.807577715817507,73.3,1116,937,117.59173751343,1.6,0.496948806632607,"Tills",11.6127835291647
41.1228979565422,"C","EPN",41,277,0.820411070765404,53.2,1099,893,110.981373717077,2.4,0.3061697967101,"Tills",14.6433280149828
143.963631411783,"D","EPN",52,363,0.832457138324129,68.4,1129,948,113.240605914034,1.9,0.359651533074175,"Tills",14.033404099971
62.4391120312781,"D","EPN",53,401,0.833628378030492,72.9,1077,938,137.965153111145,2,0.370508213880106,"Sables Mésiques",12.7478252332215
127.88086443116,"C","EPN",56,357,0.835879138630733,64.3,1124,957,112.169054052792,1.8,0.500499892629733,"Tills",12.3948630329528
55.8515063103537,"D","EPN",53,395,0.797601779896609,72.9,1077,938,112.190978967119,2,0.34810515851741,"Sables Mésiques",13.5751609409029
138.197386997498,"C","EPN",51,371,0.84824265692606,68.9,1063,932,125.874595304485,1.8,0.326412327065831,"Tills",12.682667180271
60.9212072660365,"AB","EPN",55,324,0.846219419413836,74.8,1100,941,116.669950284995,1.5,0.329093285865276,"Tills",13.7610643401602
118.128723977321,"AB","EPN",50,356,0.810372479039369,81.3,1121,929,135.427604157012,1.7,0.495460528183466,"Tills",12.524417954404
53.9275793479324,"C","FEUsab",50,369,0.848376961870397,66.1,1113,948,113.568595799152,1.6,0.510662465612442,"Tills",12.8243777965217
99.5864862165053,"C","EPN",48,331,0.783745183297784,71.8,1115,933,138.692719845567,1.7,0.507753334392593,"Tills",12.3825251838637
